g_key,i_key,ra,dec,g_mag,i_mag,color,i_magerr,color_err,match_distance
20251017135-101,20251017135-812,259.89999854956164,57.94138667214997,18.026321000000003,16.696126,1.3301950000000033,0.023092741,0.034882003123769725,9.736371504537485e-05
20251017135-101,20251017135-812,259.92912531505965,57.97764515217605,18.536465,17.376269,1.1601959999999991,0.031597275,0.04394467177019569,8.30166624558384e-05
20251017135-101,20251017135-812,259.8896736561568,57.92618735364631,17.98517,17.190193,0.7949769999999994,0.041714963,0.053921730785773975,0.00014347190451343013
20251017135-101,20251017135-812,259.99404259786604,58.05599083386669,18.017359,17.514679299999997,0.5026797000000016,0.03840928,0.04646631081555351,5.1733139634772706e-05
20251017135-101,20251017135-812,259.9215813128853,57.96186980977288,19.017234000000002,18.065602,0.9516320000000036,0.064305566,0.08654717863850882,8.64868848383523e-05
20251017135-101,20251017135-812,259.9408254255384,57.983263636569674,14.824965,14.1803435,0.6446215000000013,0.006041267,0.007571927554821493,7.005538343090823e-05
20251017135-101,20251017135-812,260.02857392918247,58.08542715163442,16.576451,15.614513999999998,0.9619370000000007,0.0,0.0,0.00031929890730751333
20251017135-101,20251017135-812,259.9363561840605,57.96031011930988,17.690130000000003,16.185119,1.5050110000000032,0.017790137,0.028538657699020694,8.212936911064004e-05
20251017135-101,20251017135-812,259.98378572609045,58.01245396168703,16.281258,15.543520999999998,0.7377370000000028,0.010020494,0.013034835327971428,5.9369363045711996e-05
20251017135-101,20251017135-812,259.9912255969028,58.022276774542355,19.4091337,18.468438499999998,0.940695200000004,0.06679905,0.09171479343706444,3.971217426983804e-05
20251017135-101,20251017135-812,260.03548559189187,58.07605336557087,18.212292,17.38125,0.8310420000000001,0.029846666,0.0386682880608972,0.00012030030929355379
20251017135-101,20251017135-812,259.9723758475351,57.99839780835072,19.5604017,18.6182946,0.9421071000000012,0.087287046,0.11592498449334818,5.445846699202379e-05
20251017135-101,20251017135-812,260.01240863008513,58.046091435405785,17.790526,17.162971999999996,0.6275540000000035,0.03229784,0.041712919485246115,9.360625387779629e-05
20251017135-101,20251017135-812,259.9658421619166,57.988303389328614,18.0867575,16.815147,1.2716105000000013,0.023326151,0.03442542133800336,8.372679019627245e-05
20251017135-101,20251017135-812,259.9311393276515,57.94260833502249,18.483636,17.347397,1.1362389999999998,0.030553244,0.043208037764306505,0.00010995194212637524
20251017135-101,20251017135-812,259.9363901262792,57.946324561228124,16.720417,16.011226999999998,0.7091900000000031,0.014141289,0.01814562699517702,8.728837767572233e-05
20251017135-101,20251017135-812,259.96851639995486,57.98082699253444,16.801866,15.274102,1.5277640000000012,0.011894164,0.01811622239002083,5.94943435767553e-05
20251017135-101,20251017135-812,259.9438376020015,57.94893832794965,17.05226,16.256324999999997,0.7959350000000036,0.017370533,0.022624870922249685,7.47128279694611e-05
20251017135-101,20251017135-812,260.00629719958636,58.025967586932424,19.587379300000002,18.6760224,0.9113569000000012,0.073147446,0.09666396329233826,0.00016204688855589913
20251017135-101,20251017135-812,259.9213501247697,57.91579536165247,18.214688000000002,17.013542,1.2011460000000014,0.035287373,0.05126357748860352,9.909145502746456e-05
20251017135-101,20251017135-812,259.94070933914134,57.93894557103625,17.110056,16.238447999999998,0.8716080000000019,0.019338772,0.025527623630050508,8.385298998742159e-05
20251017135-101,20251017135-812,259.924114413177,57.91263088410416,19.4497345,18.3777464,1.0719881000000022,0.09490041,0.13400192703511812,0.00029749647779635794
20251017135-101,20251017135-812,259.9848881063141,57.98782496711209,18.993899,17.9942044,0.999694599999998,0.06342453,0.08567159862956425,1.9796973681022414e-05
20251017135-101,20251017135-812,259.9379624639258,57.92067899111426,18.180667,16.973694,1.2069730000000014,0.027770357,0.04056970733969311,0.00012031114263678814
20251017135-101,20251017135-812,259.95837798072773,57.94467801085898,18.6923526,17.615986,1.0763666,0.05166322,0.07237110999037272,0.00016530552579631196
20251017135-101,20251017135-812,260.0325136277219,58.03288922826424,16.412893,15.835335999999998,0.5775570000000023,0.011310139,0.016370514947740188,8.448842013904974e-05
20251017135-101,20251017135-812,260.04909382333824,58.053520976442,18.511234,17.153775,1.3574590000000022,0.028679004,0.044377045201685256,0.00012096207480166909
20251017135-101,20251017135-812,260.0672865573868,58.06804046114996,18.811949600000002,17.711731999999998,1.1002176000000041,0.034045264,0.04724610816664792,6.917907450583307e-05
20251017135-101,20251017135-812,259.9505895609824,57.92163015595504,19.0438574,18.4353245,0.6085329000000002,0.0736127,0.09041065651075617,0.00013823569332287942
20251017135-101,20251017135-812,259.977317413642,57.95191665429543,18.9432204,18.042205699999997,0.9010147000000046,0.06001527,0.07933486080045352,6.823203561847001e-05
20251017135-101,20251017135-812,259.9944157605669,57.965439044571184,19.556823,17.471505,2.085318000000001,0.03011982,0.06391512018317218,6.834029681193495e-05
20251017135-101,20251017135-812,259.97260948700387,57.937962985737194,18.771269,17.645101999999998,1.1261670000000024,0.04937698,0.07444215269922287,4.100929962673475e-05
20251017135-101,20251017135-812,259.9967124341178,57.96669772849614,17.278914,16.222572,1.0563420000000008,0.015040453,0.020724924635920995,4.106392505321626e-05
20251017135-101,20251017135-812,260.01705235920804,57.98896609010425,16.847230000000003,17.185620999999998,-0.33839099999999434,0.0273175,0.029449334778286863,5.632134258880626e-05
20251017135-101,20251017135-812,260.07401871731764,58.058953279112814,19.4524434,17.762410499999998,1.690032900000002,0.03606134,0.06439674249043735,0.0001540004956695593
20251017135-101,20251017135-812,260.00317495813863,57.96852940525869,15.926237,15.020589999999999,0.9056470000000019,0.0074683125,0.009955882437653227,2.3064170378571655e-05
20251017135-101,20251017135-812,260.01646432242865,57.985715415986405,17.835819,16.375994,1.4598250000000021,0.017335273,0.026928658304298282,3.426427776071455e-05
20251017135-101,20251017135-812,259.99527399449164,57.95588225914281,17.615725,16.250389,1.3653360000000028,0.014801946,0.022229829883165367,3.852562455445408e-05
20251017135-101,20251017135-812,259.962093222167,57.91448236639921,18.456126,17.5719913,0.8841347000000006,0.038959455,0.05177889403907137,0.00013038030290030367
20251017135-101,20251017135-812,259.95926196268886,57.9113025686433,19.4268068,18.486482,0.9403248000000026,0.0761415,0.10205525308322945,0.00018713237233374701
20251017135-101,20251017135-812,259.9912181929943,57.94961936125348,18.117079,16.926648,1.1904310000000002,0.023628993,0.0341188510910557,5.013392985265931e-05
20251017135-101,20251017135-812,260.0062977294349,57.966559171642146,19.368871000000002,18.5174,0.8514710000000036,0.0630836,0.08037182150482251,5.196343387753279e-05
20251017135-101,20251017135-812,260.00398743930907,57.962640218179835,19.0802754,18.39003,0.690245400000002,0.05462938,0.06825069332455544,6.519727974021475e-05
20251017135-101,20251017135-812,259.9792950066869,57.92274133250655,19.652099,18.590038999999997,1.0620600000000024,0.09302378,0.1290509315817441,3.118706946067437e-05
20251017135-101,20251017135-812,260.00654800094435,57.95136731735897,18.556820000000002,17.497994,1.0588260000000034,0.03539554,0.048725286054835386,4.5440092181564796e-05
20251017135-101,20251017135-812,260.0313047826942,57.97874914427187,19.269757600000002,18.3914217,0.8783359000000033,0.0663146,0.0858677241464421,0.00010851434458111921
20251017135-101,20251017135-812,260.02352178520925,57.96472847047205,18.023586,16.849072999999997,1.1745130000000046,0.02716403,0.038126533751023366,6.545030808988098e-05
20251017135-101,20251017135-812,260.05979191785934,58.00975557611848,19.3222035,18.513734,0.8084695000000011,0.0620999,0.07810445661354891,3.341258460776535e-05
20251017135-101,20251017135-812,260.0314251501745,57.97377559125296,18.575667000000003,17.7037424,0.8719246000000034,0.04847831,0.06278434948094354,0.00013259100325299604
20251017135-101,20251017135-812,259.98862358951703,57.91803595979937,18.751322000000002,17.604886,1.1464360000000013,0.04991663,0.07070711892543308,7.049411318815106e-05
20251017135-101,20251017135-812,260.063345185313,58.009811870940204,19.270711300000002,18.440597399999998,0.8301139000000042,0.06702977,0.0851078855866125,2.2795573585016155e-05
20251017135-101,20251017135-812,260.07485402614265,58.020024068685636,19.262116,18.323214999999998,0.9389010000000013,0.057887692,0.07718214565162225,0.00018764454877692705
20251017135-101,20251017135-812,259.9900970561397,57.90985017073531,18.6892064,17.657090999999998,1.0321154000000021,0.04553807,0.06230911005561447,7.077568928161654e-05
20251017135-101,20251017135-812,259.9931986326045,57.91225103731535,16.349155000000003,15.449252,0.8999030000000037,0.012851635,0.017562531181697844,5.178980213853928e-05
20251017135-101,20251017135-812,260.04356143494283,57.972540350476834,18.912757,17.927779,0.9849779999999981,0.04534873,0.06016768755401689,2.3972612241095204e-05
20251017135-101,20251017135-812,260.0343417980873,57.95956204888465,18.474236,16.655884,1.8183520000000009,0.019486094,0.034600570204159006,2.9955526690681056e-05
20251017135-101,20251017135-812,260.02083631898483,57.93858318684158,19.207251,18.4385227,0.7687282999999994,0.05835044,0.07345386239687257,6.028213133905279e-05
20251017135-101,20251017135-812,260.02401053147406,57.93995409633533,17.422818,16.28705,1.1357679999999988,0.014719017,0.021206219102883804,3.311111059873001e-05
20251017135-101,20251017135-812,260.00652379156537,57.911799204449466,16.707863000000003,15.146344999999998,1.5615180000000048,0.010947354,0.01746476389561714,3.72317328075827e-05
20251017135-101,20251017135-812,260.07079737961834,57.98398849972824,18.125376000000003,16.981422,1.1439540000000044,0.033744965,0.047261751399334764,7.40364172018001e-05
20251017135-101,20251017135-812,260.0027348236125,57.89638040595202,17.897901,16.643104,1.254797,0.022429075,0.03290541221400994,4.842658537040344e-05
20251017135-101,20251017135-812,260.07116966442413,57.981406744271965,18.8461855,18.784484,0.06170150000000163,0.09445527,0.10450936504375573,7.58387946930564e-05
20251017135-101,20251017135-812,259.8571276069809,58.0166266993828,19.517563000000003,18.548214299999998,0.9693487000000047,0.08414454,0.11223641955713484,0.00019120960031906848
20251017135-101,20251017135-812,260.04581604018216,57.94611844770269,19.4659765,18.769143399999997,0.6968331000000028,0.07614572,0.09392740020413641,0.0001034773127696643
20251017135-101,20251017135-812,259.8192236524603,57.969054549874684,19.67906,18.706353999999997,0.9727060000000023,0.09830849,0.13328041202885965,0.00015613539065611982
20251017140-542,20251017141-300,259.86635483433975,57.77482500849684,13.658643999999999,12.306661000000002,1.351982999999997,0.004565288,0.013326029133166424,0.0001851124312977024
20251017140-542,20251017141-300,259.94716975887917,57.87214485972318,15.570853,13.853122,1.7177309999999988,0.0052215075,0.021993035477092658,0.00027506778700678037
20251017140-542,20251017141-300,259.85715155325977,57.745345780401486,14.636408999999999,13.721085000000002,0.9153239999999965,0.008060689,0.018801703830286898,0.00024581296127957887
20251017140-542,20251017141-300,259.74508494886834,57.90573337643238,19.3479785,18.4406746,0.9073038999999987,0.080488,0.1068949632611495,0.00024128754417234585
20251017140-542,20251017141-300,259.6834976324086,57.81595176645024,15.909476,15.441580000000002,0.46789599999999787,0.012897853,0.02005806553631753,0.00034597279522449465
20251017140-542,20251017141-300,259.75386328429386,57.90431465765316,18.733588599999997,16.962949000000002,1.7706395999999955,0.028673727,0.05018938902494528,0.00022882486552597243
20251017140-542,20251017141-300,259.67311172230075,57.796985366511876,13.90538,13.071223000000002,0.8341569999999976,0.005081778,0.015877560948458675,0.00036789378320434534
20251017140-542,20251017141-300,259.7022229570604,57.83095651414118,17.402029,16.325527,1.0765019999999978,0.01979272,0.028971607456787223,0.00037244394987088266
20251017140-542,20251017141-300,259.71550972348973,57.835131873367956,15.191086,14.399771000000001,0.7913149999999991,0.0076248934,0.013634731245424955,0.0002798787872618889
20251017140-542,20251017141-300,259.6824991093779,57.78910014332115,18.234974,17.9167197,0.31825429999999955,0.07286279,0.08511825059750949,0.0002901234966660555
20251017140-542,20251017141-300,259.77310481599585,57.89932439419166,19.511412999999997,18.7410257,0.7703872999999959,0.0943588,0.1166329770222122,0.0002346319131807196
20251017140-542,20251017141-300,259.7372748018952,57.85039834497959,18.584122999999998,17.276981,1.307141999999999,0.038300935,0.06106937582686882,0.0002583635248232932
20251017140-542,20251017141-300,259.8189787901058,57.94460995860983,16.665899,15.370212000000002,1.2956869999999974,0.0142653715,0.028812862610017354,0.00016787657901741953
20251017140-542,20251017141-300,259.68901304130134,57.779168288851444,16.711576,16.336972000000003,0.37460399999999794,0.02463508,0.03230219202747262,0.0003237446319946919
20251017140-542,20251017141-300,259.7303056709912,57.82039925899139,17.435225,16.42967,1.0055549999999975,0.024487875,0.03610696974626303,0.0002901292901261637
20251017140-542,20251017141-300,259.7992996252019,57.9076117259895,19.397027,18.535405,0.8616220000000006,0.07164518,0.08956151345192825,0.00011583842517415261
20251017140-542,20251017141-300,259.74268437342766,57.81588814986249,17.7317985,16.714158,1.0176404999999988,0.032260556,0.04717520581444224,0.00020251564592480356
20251017140-542,20251017141-300,259.7610175529236,57.83598590088798,17.689872,17.275174,0.41469800000000134,0.03729348,0.0460159833313227,0.00014516581299876631
20251017140-542,20251017141-300,259.72026609913075,57.78324961603966,17.428231,17.108267,0.3199639999999988,0.03268089,0.04315271359898999,0.00022415030010386483
20251017140-542,20251017141-300,259.72908017734915,57.79235691934857,17.649518,17.039508,0.610009999999999,0.03536545,0.04694476407188559,0.0001879853325070959
20251017140-542,20251017141-300,259.82326868570146,57.90878911460678,18.7551755,17.4630936,1.2920818999999995,0.041868452,0.06042983373313168,5.0819614369491854e-05
20251017140-542,20251017141-300,259.83934212896907,57.92698754727607,19.452711,18.242932600000003,1.2097783999999976,0.06526579,0.08646561967410625,0.00016247857219537417
20251017140-542,20251017141-300,259.8367441532208,57.92166496170455,17.685642,16.306845000000003,1.3787969999999987,0.017500482,0.026925492140505308,8.973830976057873e-05
20251017140-542,20251017141-300,259.814312301349,57.89355430312567,18.916533299999998,16.533874,2.3826592999999967,0.017634416,0.041759964230240816,0.0001393066584577293
20251017140-542,20251017141-300,259.7416981869667,57.79904101770016,18.8991107,17.448192400000003,1.4509182999999979,0.037656218,0.06616912336496249,6.172234383293644e-05
20251017140-542,20251017141-300,259.74479533285376,57.802450972916276,18.423541,17.599321000000003,0.8242199999999968,0.051636666,0.07100919140356378,0.00010801373908017684
20251017140-542,20251017141-300,259.80597319249364,57.87581250684857,17.962659,16.690555000000003,1.2721039999999952,0.02697099,0.03971559228476369,7.255617712470672e-05
20251017140-542,20251017141-300,259.84544682584306,57.92507063907708,19.192556,17.9532273,1.239328699999998,0.05396193,0.07714166187122669,0.00014534432338901253
20251017140-542,20251017141-300,259.7950051536558,57.85441473080398,18.671978,16.489473000000004,2.1825049999999955,0.02560153,0.054372145766547315,5.9181189204556565e-05
20251017140-542,20251017141-300,259.8330828134193,57.900115855550865,18.005285999999998,16.272516000000003,1.732769999999995,0.024129573,0.04223815158343022,0.0002953867045888036
20251017140-542,20251017141-300,259.7380100155566,57.779968391182145,18.4993867,17.6886175,0.8107691999999993,0.045593265,0.06517929918908012,0.00013968588832257735
20251017140-542,20251017141-300,259.73687381703496,57.774447532817994,18.583585,18.176988400000003,0.40659659999999676,0.08973938,0.11140078320053454,0.00034072143718583717
20251017140-542,20251017141-300,259.86157266934543,57.93094621836191,19.5173024,18.237111000000002,1.280191399999996,0.051094014,0.07204072343579217,0.00021347177766703712
20251017140-542,20251017141-300,259.8175762831912,57.863893231045594,18.456622,16.8599475,1.5966744999999989,0.02215826,0.037147037264280994,6.474148045818594e-05
20251017140-542,20251017141-300,259.78117271641025,57.81426000211405,15.340691,14.741382000000002,0.5993089999999981,0.0077454145,0.011513606605335023,0.00011902812462277953
20251017140-542,20251017141-300,259.8503475377755,57.9026767411543,17.784734999999998,16.67106,1.113674999999997,0.018003725,0.025724836348704923,7.119248871128057e-05
20251017140-542,20251017141-300,259.8138918085071,57.85547931217297,18.661921,17.242885,1.4190359999999984,0.028613875,0.04676298981839832,2.5615776620532882e-05
20251017140-542,20251017141-300,259.7935127019086,57.829840386697015,19.0363515,17.895731,1.1406204999999972,0.042583805,0.06277043284063166,0.00012895423325076134
20251017140-542,20251017141-300,259.745667387876,57.7681957094848,17.982277,16.842061,1.1402159999999988,0.034330197,0.0542007964627952,0.00018481685615872353
20251017140-542,20251017141-300,259.86434800223543,57.91581045521141,16.504461,15.523968000000002,0.9804929999999974,0.010226081,0.020001368377855076,0.00010486919853103126
20251017140-542,20251017141-300,259.8032907272558,57.833215864907935,18.493667,17.8696883,0.6239786999999986,0.04185711,0.0519978752349459,6.220731573853198e-05
20251017140-542,20251017141-300,259.7869177379713,57.81220875622081,18.1466,17.6363323,0.5102677,0.04431281,0.05500780111794134,3.5661867730979636e-05
20251017140-542,20251017141-300,259.7678259513027,57.78567440585024,18.9522585,18.508975300000003,0.4432831999999962,0.077977344,0.09535954502974561,8.527738587998915e-05
20251017140-542,20251017141-300,259.7648175844179,57.77839392382934,17.976669,17.087936,0.888733000000002,0.033927575,0.048884280943666966,0.0001497392062421248
20251017140-542,20251017141-300,259.8192737767264,57.84176208769355,17.386446999999997,17.222162,0.16428499999999602,0.03657183,0.0426355531003076,3.848761011153104e-05
20251017140-542,20251017141-300,259.85427320908457,57.87940249895816,12.955623,11.785067000000002,1.1705559999999977,0.0029952684,0.009380855159433151,4.075309463490116e-05
20251017140-542,20251017141-300,259.8896817176921,57.92612163440393,18.422196,17.114719,1.3074769999999987,0.027263546,0.0397454482509116,0.00017375809079634433
20251017140-542,20251017141-300,259.8357377774405,57.85549625423765,16.506664,16.0147355,0.4919285000000002,0.012968157,0.016788076923446738,8.43548938006627e-06
20251017140-542,20251017141-300,259.775162761039,57.77630030806071,17.674962999999998,16.753853,0.9211099999999988,0.030059962,0.04420053195949253,0.00015463037274344733
20251017140-542,20251017141-300,259.77344164479086,57.773461999823475,17.601084999999998,16.627349000000002,0.9737359999999953,0.026951373,0.04384531421911273,0.00012593552616181494
20251017140-542,20251017141-300,259.8514266974758,57.87223161846857,18.5634445,17.6307543,0.9326901999999997,0.036252093,0.048234441849627094,0.00015689999768047874
20251017140-542,20251017141-300,259.8438154768792,57.83693746887295,19.240558,18.6115773,0.6289806999999996,0.073031776,0.08945707603595748,2.9482176102320724e-05
20251017140-542,20251017141-300,259.81872736935236,57.8021226241802,18.4611825,17.946413,0.5147694999999999,0.07266883,0.09103450311978696,0.0002638145870466049
20251017140-542,20251017141-300,259.900228803903,57.90428525855651,18.662228499999998,18.193714,0.4685144999999977,0.06346479,0.0724523461600147,0.00014721902039298282
20251017140-542,20251017141-300,259.8332607669314,57.81800470462974,18.819929,18.093283500000002,0.7266454999999965,0.050953105,0.06489325318444997,7.53352198930724e-05
20251017140-542,20251017141-300,259.8539782763506,57.839943886846264,15.454882,14.814194,0.640687999999999,0.008529398,0.012234954250035143,6.76650224344116e-05
20251017140-542,20251017141-300,259.8583386543594,57.838927918057436,13.073172999999999,12.277702000000001,0.7954709999999974,0.0029055309,0.007476778389027259,8.620360913118665e-05
20251017140-542,20251017141-300,259.89883117219847,57.897628944065644,19.255662,18.208314700000003,1.0473472999999984,0.05295873,0.06990419054780704,0.0001801609299784538
20251017140-542,20251017141-300,259.8658434535557,57.8473732899519,13.638247,13.172478000000002,0.4657689999999981,0.0036815002,0.00824558670072961,9.037419265689166e-05
20251017140-542,20251017141-300,259.7923299784182,57.75753715709195,18.717317,17.8240865,0.8932305000000014,0.057125084,0.08578379726112083,0.0002541103862275403
20251017140-542,20251017141-300,259.92142820954234,57.91572763532845,18.715629999999997,17.117204,1.5984259999999963,0.027705925,0.044304423964577413,0.00018580500188210102
20251017140-542,20251017141-300,259.9060468461847,57.895101555272575,17.078077,15.614315000000001,1.4637619999999991,0.013365798,0.02365612522193861,0.00017596073281224878
20251017140-542,20251017141-300,259.9165176483143,57.90687425050634,18.3976363,16.856016000000004,1.5416202999999946,0.02132677,0.03307327420568783,0.00012010843414512734
20251017140-542,20251017141-300,259.90901976185233,57.893484000166595,17.927554,16.272765,1.654789000000001,0.015435518,0.02676639960999469,0.0001675061856806007
20251017140-542,20251017141-300,259.82930139747805,57.77613880210387,16.760623,15.365207000000002,1.3954159999999973,0.012553165,0.023942204826882776,0.00013451822031744872
20251017140-542,20251017141-300,259.84953719265866,57.79347914155467,19.166732,17.062398,2.104333999999998,0.02686877,0.06472851261009634,0.00016690449323745706
20251017140-542,20251017141-300,259.9406618325013,57.907723029260964,19.620151399999997,18.381199600000002,1.2389517999999953,0.07757163,0.10604151311633478,0.00026415411580404984
20251017140-542,20251017141-300,259.9012658422,57.85691397813621,17.873756,16.561671,1.3120849999999997,0.031697072,0.04896661860051405,0.00016139410867391623
20251017140-542,20251017141-300,259.86179527715217,57.799447338776226,12.183235999999999,10.445542000000001,1.7376939999999976,0.0069174604,0.01213670389193261,0.0001333019656504144
20251017140-542,20251017141-300,259.820680434323,57.750339556214584,18.162318,17.448735,0.7135829999999999,0.044456545,0.06078157014387071,0.00022622072707066836
20251017140-542,20251017141-300,259.8938965038188,57.84117076352743,17.081645,16.024727000000002,1.0569179999999996,0.014108383,0.02053163184286658,0.00015505765948604016
20251017140-542,20251017141-300,259.88666574102257,57.83025253537693,19.099709999999998,18.437465000000003,0.6622449999999951,0.09071098,0.11335814973404469,0.00019723615226985807
20251017140-542,20251017141-300,259.9267666357548,57.87940943348431,18.774047,18.067467,0.7065799999999989,0.07535094,0.0927057700971133,0.00027326816710030957
20251017140-542,20251017141-300,259.92435196916324,57.872049997788,17.519042,16.08415,1.4348919999999978,0.014936089,0.02435334722743108,0.00023196955623013156
20251017140-542,20251017141-300,259.8404325792838,57.765851385722854,17.942442999999997,17.562577500000003,0.37986549999999397,0.045018323,0.05608545978855779,0.00017353789097420376
20251017140-542,20251017141-300,259.92994881732915,57.87634743628625,19.239501,18.5242894,0.7152116,0.08522159,0.10324978166683964,0.0003069726287583281
20251017140-542,20251017141-300,259.87440435292706,57.804686734642985,18.793816,18.1639836,0.629832399999998,0.05535221,0.06943634799167045,0.00010930030839999762
20251017140-542,20251017141-300,259.9088132297047,57.83556638807137,19.066247,18.415144,0.6511029999999991,0.07261328,0.09159241706153243,0.00019681570129438753
20251017140-542,20251017141-300,259.71100830463456,57.87309239382869,17.044694,16.354727,0.6899669999999993,0.024576627,0.03289604174663648,0.0002694785196583758
20251017140-542,20251017141-300,259.7398285666296,57.90373448289121,18.22403,17.025466,1.1985639999999975,0.030995343,0.04325242570708807,0.0003007041821538806
20251017140-542,20251017141-300,259.894472770222,57.80143804150958,18.620354499999998,18.127292,0.4930624999999971,0.05238594,0.062206230579185756,0.00029822207270484497
20251017140-542,20251017141-300,259.7465536880685,57.91250964585362,19.0873135,17.243257,1.8440565000000007,0.038777787,0.06879358850838524,0.00021103684696642023
20251017142-022,20251017142-734,260.4114164512384,58.082656724224506,15.358792000000001,13.190725000000002,2.168066999999999,0.004378136,0.007072074341741608,0.0002485908833731394
20251017142-022,20251017142-734,260.3559420834351,58.01633464424908,18.778318300000002,17.098564000000003,1.679754299999999,0.025337398,0.04801481856769641,0.00022471906038772275
