X_IMAGE,Y_IMAGE,XWIN_IMAGE,YWIN_IMAGE,ERRAWIN_IMAGE,ERRBWIN_IMAGE,ALPHAWIN_J2000,DELTAWIN_J2000,FLUX_RADIUS,FWHM_WORLD,FWHMPSF_IMAGE,FWHMPSF_WORLD,FLUX_AUTO,FLUXERR_AUTO,SNR_WIN,ELONGATION,FLUX_MAX,MAG_AUTO,MAGERR_AUTO,FLAGS,BACKGROUND,CLASS_STAR,FLAGS_MODEL,NITER_MODEL,XMODEL_IMAGE,YMODEL_IMAGE,FLUX_POINTSOURCE,FLUXERR_POINTSOURCE,MAG_POINTSOURCE,MAGERR_POINTSOURCE,FLUXRATIO_POINTSOURCE,FLUXRATIOERR_POINTSOURCE,FILTER,PSF_ZP,OBS_IDENTIFIER
1312.5543,70.604774,1312.779069847337,70.63396671977074,0.009981191,0.009833953,259.86635186246275,57.77478818285592,3.4775658,0.0007238052,2.5,0.00028183774,157761.62,399.38232,341.6373,1.003364,3194.4773,-12.995004,0.0027492694,0,15.303054,0.981671,0,56,1312.6609716713428,70.54742923378944,169408.72,712.1543,-13.072339,0.004565288,1.0,0.0,i,25.379,20251017141-300
369.06122,55.02956,369.28990669161044,55.136370699193684,0.020462796,0.02038939,259.94711182893184,57.87210872136806,3.3852065,0.0007324281,2.5,0.0002818376,36011.12,193.37878,163.6321,1.0394318,742.1871,-11.391091,0.0058317916,0,13.652851,0.97777563,0,37,369.3538666367531,55.172551453113556,40770.977,196.02759,-11.525878,0.0052215075,1.0,0.0,i,25.379,20251017141-300
1570.6052,9.187417,1570.7578932435417,9.050829725144627,0.018948933,0.018652415,259.85716411820664,57.74529762115837,3.2755694,0.0007209567,2.5,0.0002818375,39877.14,202.88687,173.07431,1.0657958,872.806,-11.50181,0.0055253496,24,16.697535,0.97934794,0,136,1570.672841668129,9.018024761229753,46043.26,341.7499,-11.657915,0.008060689,1.0,0.0,i,25.379,20251017141-300
404.3133,1065.9186,404.3828879591915,1065.9801635236006,0.102113545,0.09894993,259.7465551074816,57.91255168581293,2.3630729,0.00076683273,2.5,0.00028183713,999.7204,37.64901,26.350245,1.1560247,34.962467,-7.4996963,0.04089826,0,15.551918,0.7398561,0,29,404.3160947859287,1065.9965956341475,1795.9623,64.1284,-8.135743,0.038777787,1.0,0.0,i,25.379,20251017141-300
462.422,1049.1205,462.4440205813312,1048.9677380105036,0.19168538,0.18813744,259.7451172396755,57.9057756140246,2.0998116,0.0007467251,2.5,0.00028183722,308.10825,23.879107,12.842531,1.2613523,15.443652,-6.2217584,0.084167525,0,14.850521,0.45813262,0,24,462.35470300912857,1048.6469572484493,596.11505,44.180576,-6.9383254,0.080488,1.0,0.0,i,25.379,20251017141-300
1308.9677,1008.9717,1309.0827944406528,1009.0186921066712,0.043745864,0.043435033,259.6835696799823,57.81599787316318,3.0882943,0.0007274289,2.5,0.0002818373,7071.96,89.29132,72.579,1.0170772,171.00809,-9.62385,0.013711952,0,15.662896,0.9440067,0,24,1309.1099105104804,1009.0345607623458,9439.916,112.11294,-9.93742,0.012897853,1.0,0.0,i,25.379,20251017141-300
457.95743,1005.8802,458.1290906024699,1005.9166225729072,0.08875016,0.0871371,259.75389809499194,57.90435294357532,2.5864866,0.0007452791,2.5,0.00028183724,1491.6068,44.62333,32.263226,1.0424103,46.106667,-7.934136,0.03248908,0,15.044116,0.89515996,0,21,458.0749155804515,1005.9531298168004,2324.9858,61.38675,-8.416051,0.028673727,1.0,0.0,i,25.379,20251017141-300
1483.063,989.2689,1483.2400355885013,989.280144519847,0.014229753,0.014009939,259.67319642189204,57.797027122618736,3.3868496,0.0007189368,2.5,0.00028183722,74496.47,275.74686,235.597,1.0157593,1547.6125,-12.180339,0.0040198024,0,17.714458,0.9766664,0,58,1483.3131586313248,989.3453408181667,83774.305,392.00958,-12.307777,0.005081778,1.0,0.0,i,25.379,20251017141-300
1152.171,978.8031,1152.1768826045861,978.8260513038006,0.08516868,0.0831263,259.70229916543457,57.831007197114026,3.95299,0.0011777197,2.5,0.00028183742,3652.9424,69.63325,50.07876,1.215938,52.25566,-8.906607,0.020701587,0,14.852675,0.01686325,0,62,1152.3299777507782,978.8723272383213,4182.052,76.21932,-9.053473,0.01979272,1.0,0.0,i,25.379,20251017141-300
1093.8202,935.2663,1093.9756444354925,935.307597410919,0.026875222,0.026555358,259.7155656566007,57.83517095087387,3.2714329,0.0007196985,2.5,0.0002818375,20037.326,145.74417,122.24698,1.0117221,433.20187,-10.7546,0.007899166,0,15.099269,0.96963114,0,30,1094.0129605559632,935.3069040775299,24642.879,173.01964,-10.979229,0.0076248934,1.0,0.0,i,25.379,20251017141-300
