X_IMAGE,Y_IMAGE,XWIN_IMAGE,YWIN_IMAGE,ERRAWIN_IMAGE,ERRBWIN_IMAGE,ALPHAWIN_J2000,DELTAWIN_J2000,FLUX_RADIUS,FWHM_WORLD,FWHMPSF_IMAGE,FWHMPSF_WORLD,FLUX_AUTO,FLUXERR_AUTO,SNR_WIN,ELONGATION,FLUX_MAX,MAG_AUTO,MAGERR_AUTO,FLAGS,BACKGROUND,CLASS_STAR,FLAGS_MODEL,NITER_MODEL,XMODEL_IMAGE,YMODEL_IMAGE,FLUX_POINTSOURCE,FLUXERR_POINTSOURCE,MAG_POINTSOURCE,MAGERR_POINTSOURCE,FLUXRATIO_POINTSOURCE,FLUXRATIOERR_POINTSOURCE,FILTER,PSF_ZP,OBS_IDENTIFIER
8.468864,35.86604,8.681633426044565,35.96375883369881,0.033645794,0.03267047,260.60271114641546,58.032843922981264,3.0823398,0.0007211098,2.5,0.00028189534,11775.849,112.788055,94.24231,1.0362189,285.82312,-10.177481,0.010401614,24,14.837931,0.97799647,0,12,8.699721276760101,35.97370543144643,15012.919,140.88753,-10.441163,0.01019148,1.0,0.0,i,25.383,20251017145-642
1505.1416,20.735277,1505.3812902630734,20.853336239599237,0.01441248,0.014132297,260.47881758674805,57.877555572384196,3.1345315,0.00068755465,2.5,0.00028189464,62809.68,253.08876,217.20807,1.0326811,1497.9268,-11.995067,0.0043759877,16,16.339226,0.9834535,0,34,1505.382626503706,20.88065553456545,73085.36,317.9624,-12.159576,0.0047247107,1.0,0.0,i,25.383,20251017145-642
1242.8186,11.114186,1242.8541224332098,11.109290326552616,0.067988314,0.06685486,260.50288516340675,57.9042439238465,2.6672173,0.0007171947,2.5,0.00028189502,2465.1704,55.125427,42.299126,1.1199781,72.738266,-8.479617,0.024284817,16,15.19,0.95366913,0,21,1242.868217766285,11.120880283415318,3570.6067,60.637184,-8.881855,0.018442798,1.0,0.0,i,25.383,20251017145-642
605.3293,1039.4323,605.4332521485527,1039.5855300673463,0.0923223,0.09104029,260.3560197457697,58.01636513697374,2.4633508,0.00072001107,2.5,0.0002818956,1253.5355,41.107502,29.295126,1.0659165,53.312202,-7.745342,0.03561347,0,14.69174,0.617735,0,26,605.4356133639812,1039.4885816276073,1985.1753,55.786358,-8.244497,0.030518204,1.0,0.0,i,25.383,20251017145-642
990.27826,1102.0934,990.1637010049511,1101.8671037187155,0.1811504,0.1695117,260.31143319969834,57.97936066581305,2.1397107,0.000847779,2.5,0.00028189534,360.13428,25.514605,13.798585,1.5318362,16.771862,-6.391161,0.07694036,24,15.47817,0.47910216,0,21,990.1830699592829,1102.4887569248676,731.65125,55.377247,-7.1607604,0.08219721,1.0,0.0,i,25.383,20251017145-642
1199.95,1032.4489,1200.058420113767,1032.5548924815603,0.055049334,0.054006904,260.3073175943731,57.95454391017185,2.892008,0.00074337126,2.5,0.0002818952,4177.4346,69.85949,55.645653,1.0650775,108.13982,-9.052274,0.018161243,0,15.255698,0.9671966,0,20,1200.1151938065886,1032.561317384243,5585.2495,88.148544,-9.367606,0.017139668,1.0,0.0,i,25.383,20251017145-642
1382.3009,1031.0366,1382.2446301985315,1030.8957526436116,0.1319278,0.13009822,260.2923328394226,57.93562106688031,2.635326,0.0009769895,2.5,0.00028189496,825.0427,36.413868,22.787184,1.0456033,25.561262,-7.291191,0.04793141,0,16.876755,0.256198,0,20,1382.2357153445482,1030.9027152433991,1259.1086,56.62892,-7.750158,0.04884329,1.0,0.0,i,25.383,20251017145-642
185.32188,1020.1891,185.46513810844084,1020.214143938774,0.06234793,0.06088487,260.3952815140019,58.05892406527541,2.8337076,0.00078190974,2.5,0.00028189554,3250.591,62.554836,48.728107,1.1318427,84.10817,-8.779906,0.020899137,0,15.054482,0.9485535,0,32,185.48956307768822,1020.1898960769176,4502.4907,86.02411,-9.133632,0.020749,1.0,0.0,i,25.383,20251017145-642
1158.8696,1014.4852,1158.8920632000763,1014.4692836358856,0.13126515,0.12975329,260.314310426464,57.957992945801465,2.2867527,0.00090638635,2.5,0.00028189525,616.57196,30.917788,19.93655,1.0282042,25.748703,-6.9749594,0.054457095,0,15.3433075,0.6347433,0,14,1158.8759041130543,1014.5205360651016,1088.9764,47.990616,-7.592546,0.047859445,1.0,0.0,i,25.383,20251017145-642
919.45575,1001.68756,919.3097286741141,1001.7216128607637,0.17610462,0.17051153,260.33696363247736,57.98220459869674,2.2313766,0.0008866334,2.5,0.00028189548,386.32953,26.177658,14.766634,1.3394469,19.428232,-6.467395,0.073587276,0,14.859517,0.48280096,0,46,919.3878588676453,1001.8052938729525,695.1586,54.416645,-7.10521,0.0850115,1.0,0.0,i,25.383,20251017145-642
