X_IMAGE,Y_IMAGE,XWIN_IMAGE,YWIN_IMAGE,ERRAWIN_IMAGE,ERRBWIN_IMAGE,ALPHAWIN_J2000,DELTAWIN_J2000,FLUX_RADIUS,FWHM_WORLD,FLUX_AUTO,FLUXERR_AUTO,SNR_WIN,ELONGATION,FLUX_MAX,MAG_AUTO,MAGERR_AUTO,FLAGS,BACKGROUND,CLASS_STAR,FLAGS_MODEL,NITER_MODEL,XMODEL_IMAGE,YMODEL_IMAGE,FLUX_POINTSOURCE,FLUXERR_POINTSOURCE,MAG_POINTSOURCE,MAGERR_POINTSOURCE,FLUXRATIO_POINTSOURCE,FLUXRATIOERR_POINTSOURCE,FILTER,PSF_ZP,OBS_IDENTIFIER
673.74445,709.79645,673.7384361351719,709.773267427424,0.0508474,0.050026573,259.9478959144603,58.02134350731353,2.0361097,0.00065684755,961.3084,20.774475,47.745758,1.2777717,49.28522,-7.4571567,0.023469139,0,15.66997,0.35064325,0,27,673.7745616137981,709.7896161675453,1892.0917,31.131523,-8.192355,0.017868496,1.0,0.0,i,25.39295352783203,20251017135-812
623.2232,661.31946,623.2657714098557,661.3487234460591,0.015567741,0.015125286,259.96159493119586,58.0244369658516,2.3022985,0.00056489214,7087.082,41.961086,161.03378,1.0891038,286.6558,-9.626168,0.006429972,0,15.795107,0.9394123,0,20,623.2859112620354,661.3513280451298,10138.45,54.355007,-10.014929,0.0058223433,1.0,0.0,i,25.39295352783203,20251017135-812
53.881737,654.14545,53.78266400023573,654.2797362199035,0.04193181,0.04178104,260.01074480784513,58.08314336937528,1.9910663,0.0005626968,1206.5715,22.567833,55.443604,1.088238,59.843285,-7.7038827,0.020312652,0,16.481924,0.4671011,0,27,53.77988839149475,654.3003751039505,2092.18,32.39279,-8.301497,0.016814314,1.0,0.0,i,25.39295352783203,20251017135-812
551.86035,644.8111,551.9914813687462,644.8244984568933,0.0045087333,0.004343884,259.970797681076,58.03109450084088,2.6379766,0.00055413786,86677.83,129.05133,592.25757,1.0383546,3068.9446,-12.34477,0.0016169042,0,15.805554,0.9832878,0,35,552.035382527858,644.8441094458103,101255.03,197.78406,-12.513541,0.0021213118,1.0,0.0,i,25.39295352783203,20251017135-812
1073.4335,647.87885,1073.50617247411,647.8529031002364,0.02805496,0.027649838,259.92658022249964,57.977167709408384,2.0853305,0.00056500814,2316.1526,27.431145,84.588165,1.0970892,109.06218,-8.411918,0.012861943,0,16.55224,0.50701624,0,16,1073.4848289489746,647.8516499251127,4083.0542,44.654125,-9.027463,0.011876986,1.0,0.0,i,25.39295352783203,20251017135-812
1414.3693,638.35284,1414.378253232693,638.3324527649845,0.034302577,0.03378887,259.8999962784407,57.94140505972385,2.009281,0.00055626215,1630.4412,24.38561,68.037865,1.118564,81.695625,-8.030763,0.016242703,0,17.476885,0.4866019,0,24,1414.363695383072,638.3118929862976,3182.3804,43.555126,-8.75688,0.014863361,1.0,0.0,i,25.39295352783203,20251017135-812
1557.4727,630.2719,1557.3625343500078,630.183664322436,0.048379634,0.04815425,259.8896720896873,57.92621913763145,1.7960993,0.00053330924,810.6178,19.687893,44.215973,1.0204717,46.581787,-7.2720404,0.026376242,0,19.811815,0.44336244,0,32,1557.3842569589615,630.1664022505283,2002.3524,56.767048,-8.253851,0.030788293,1.0,0.0,i,25.39295352783203,20251017135-812
997.30457,607.4792,997.3912464483578,607.4784097911648,0.008532132,0.008254357,259.9408303053657,57.9832769858463,2.4986,0.00055871025,23469.203,70.27168,304.95898,1.0537629,838.8323,-10.926246,0.0032517102,0,15.418217,0.9816665,0,24,997.4116135835648,607.4952954947948,30906.307,89.80598,-11.225118,0.0031556436,1.0,0.0,i,25.39295352783203,20251017135-812
1192.8479,546.68054,1192.930816684396,546.7101364449967,0.024736699,0.024168815,259.9363666984883,57.960324029630904,2.1074226,0.00058016996,2850.8982,29.29126,96.86654,1.1015061,132.13153,-8.637454,0.011157995,0,16.56321,0.5422947,0,24,1192.9485043138266,546.7215738296509,5005.254,48.308372,-9.248566,0.010481564,1.0,0.0,i,25.39295352783203,20251017135-812
680.01697,523.4561,680.1132521021217,523.4800828238242,0.016737387,0.016332245,259.983800062955,58.01245312268807,2.2102568,0.0005637987,5746.4473,37.9793,144.9967,1.0918288,253.09297,-9.398499,0.007177569,0,14.379549,0.9120628,0,11,680.1113384440541,523.480455905199,8685.821,40.548737,-9.847027,0.0050698635,1.0,0.0,i,25.39295352783203,20251017135-812
